state,district,url,2016_republican_candidate,2016_republican_pct,2016_republican_votes,2014_republican_candidate,2014_republican_pct,2014_republican_votes,2014_democratic_candidate,2014_democratic_pct,2014_democratic_votes,2012_republican_candidate,2012_republican_pct,2012_republican_votes,2024_republican_candidate,2024_republican_pct,2024_republican_votes,2024_democratic_candidate,2024_democratic_pct,2024_democratic_votes,2022_republican_candidate,2022_republican_pct,2022_republican_votes,2022_libertarian_candidate,2022_libertarian_pct,2022_libertarian_votes,2020_republican_candidate,2020_republican_pct,2020_republican_votes,2020_democratic_candidate,2020_democratic_pct,2020_democratic_votes,2018_republican_candidate,2018_republican_pct,2018_republican_votes,2018_democratic_candidate,2018_democratic_pct,2018_democratic_votes,2016_democratic_candidate,2016_democratic_pct,2016_democratic_votes,2012_democratic_candidate,2012_democratic_pct,2012_democratic_votes,2022_democratic_candidate,2022_democratic_pct,2022_democratic_votes,2020_libertarian_candidate,2020_libertarian_pct,2020_libertarian_votes,2022_independent_candidate,2022_independent_pct,2022_independent_votes,2014_independent_candidate,2014_independent_pct,2014_independent_votes,2020_independent_candidate,2020_independent_pct,2020_independent_votes,2016_libertarian_candidate,2016_libertarian_pct,2016_libertarian_votes,2016_independent_candidate,2016_independent_pct,2016_independent_votes,2014_libertarian_candidate,2014_libertarian_pct,2014_libertarian_votes,2012_libertarian_candidate,2012_libertarian_pct,2012_libertarian_votes,2016_green_candidate,2016_green_pct,2016_green_votes,2024_independent_candidate,2024_independent_pct,2024_independent_votes,2024_green_candidate,2024_green_pct,2024_green_votes,2012_independent_candidate,2012_independent_pct,2012_independent_votes,2018_green_candidate,2018_green_pct,2018_green_votes,2012_green_candidate,2012_green_pct,2012_green_votes,2024_libertarian_candidate,2024_libertarian_pct,2024_libertarian_votes,2018_libertarian_candidate,2018_libertarian_pct,2018_libertarian_votes,2022_green_candidate,2022_green_pct,2022_green_votes,2018_independent_candidate,2018_independent_pct,2018_independent_votes,2014_green_candidate,2014_green_pct,2014_green_votes,2020_green_candidate,2020_green_pct,2020_green_votes,2012_conservative_candidate,2012_conservative_pct,2012_conservative_votes,2021_democratic_candidate,2021_democratic_pct,2021_democratic_votes,2024_conservative_candidate,2024_conservative_pct,2024_conservative_votes,2016_conservative_candidate,2016_conservative_pct,2016_conservative_votes,2021_republican_candidate,2021_republican_pct,2021_republican_votes,2021_independent_candidate,2021_independent_pct,2021_independent_votes,2021_libertarian_candidate,2021_libertarian_pct,2021_libertarian_votes,2014_conservative_candidate,2014_conservative_pct,2014_conservative_votes,2020_conservative_candidate,2020_conservative_pct,2020_conservative_votes,2022_conservative_candidate,2022_conservative_pct,2022_conservative_votes,2018_conservative_candidate,2018_conservative_pct,2018_conservative_votes,2019_republican_candidate,2019_republican_pct,2019_republican_votes,2019_democratic_candidate,2019_democratic_pct,2019_democratic_votes,2019_libertarian_candidate,2019_libertarian_pct,2019_libertarian_votes,2019_green_candidate,2019_green_pct,2019_green_votes,2023_democratic_candidate,2023_democratic_pct,2023_democratic_votes,2023_republican_candidate,2023_republican_pct,2023_republican_votes,2023_libertarian_candidate,2023_libertarian_pct,2023_libertarian_votes,2023_independent_candidate,2023_independent_pct,2023_independent_votes
California,11,https://ballotpedia.org/California's_11th_Congressional_District,Roger Petersen,27.9%,"83,341",Tue Phan-Quang,32.7%,"57,160",Mark DeSaulnier,67.3%,"117,502",Virginia Fuller,30.3%,"87,136",Bruce Lou(R),19.0,"64,315",Nancy Pelosi(D),81.0,"274,796",John Dennis(R),16.0,"42,217",,,,Nisha Sharma(R),27.0,"100,293",Mark DeSaulnier(D),73.0,"271,063",John Fitzgerald(R),25.9,"71,312",Mark DeSaulnier(D),74.1,"204,369",Mark DeSaulnierIncumbent,72.1%,"214,868",George MillerIncumbent,69.7%,"200,743",Nancy Pelosi(D),84.0,"220,848",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,12,https://ballotpedia.org/California's_12th_Congressional_District,,,,John Dennis,16.7%,"32,197",Nancy PelosiIncumbent,83.3%,"160,067",John Dennis,14.9%,"44,478",,,,Jennifer Tran(D),34.6,"97,849",Stephen Slauson(R),9.5,"22,859",,,,,,,Shahid Buttar(D),22.4,"81,174",Lisa Remmer(R),13.2,"41,780",Nancy Pelosi(D),86.8,"275,292",Nancy PelosiIncumbent,80.9%,"274,035",Nancy PelosiIncumbent,85.1%,"253,709",Barbara Lee(D),90.5,"217,110",,,,,,,,,,,,,,,,Preston Picus,19.1%,"64,810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,13,https://ballotpedia.org/California's_13th_Congressional_District,Sue Caro,9.2%,"29,754",Dakin Sundeen,11.5%,"21,940",Barbara LeeIncumbent,88.5%,"168,491",,,,John Duarte(R),50.0,"105,367",Adam Gray(D),50.0,"105,554",John Duarte(R),50.2,"67,060",,,,Nikka Piterman(R),9.6,"34,955",Barbara Lee(D),90.4,"327,863",,,,Barbara Lee(D),88.4,"260,580",Barbara LeeIncumbent,90.8%,"293,117",Barbara LeeIncumbent,86.8%,"250,436",Adam Gray(D),49.8,"66,496",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marilyn M. Singleton,13.2%,"38,146",Laura Wells(G),11.6,"34,257",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,14,https://ballotpedia.org/California's_14th_Congressional_District,Angel Cardenas,19.1%,"54,817",Robin Chew,23.3%,"34,757",Jackie SpeierIncumbent,76.7%,"114,389",Deborah Bacigalupi,21.1%,"54,455",Vin Kruttiventi(R),32.2,"89,125",Eric Swalwell(D),67.8,"187,263",Alison Hayden(R),30.7,"60,852",,,,Ran Petel(R),20.7,"72,705",Jackie Speier(D),79.3,"278,300",Cristina Osmeña(R),20.8,"55,439",Jackie Speier(D),79.2,"211,384",Jackie SpeierIncumbent,80.9%,"231,630",Jackie SpeierIncumbent,78.9%,"203,828",Eric Swalwell(D),69.3,"137,612",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,15,https://ballotpedia.org/California's_15th_Congressional_District,Danny Turner,26.2%,"70,619",Hugh Bussell,30.2%,"43,150",Eric SwalwellIncumbent,69.8%,"99,756",,,,Anna Cheng Kramer(R),26.9,"77,896",Kevin Mullin(D),73.1,"211,648",,,,,,,Alison Hayden(R),29.1,"99,710",Eric Swalwell(D),70.9,"242,991",Rudy Peters(R),27.0,"65,940",Eric Swalwell(D),73.0,"177,989",Eric SwalwellIncumbent,73.8%,"198,578",Pete StarkIncumbent,47.9%,"110,646",David Canepa(D),44.5,"86,797",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,16,https://ballotpedia.org/California's_16th_Congressional_District,Johnny Tacherra,42%,"70,483",Johnny Tacherra,49.3%,"44,943",Jim CostaIncumbent,50.7%,"46,277",Brian Daniel Whelan,42.6%,"62,801",,,,Evan Low(D),41.8,"128,893",,,,,,,Kevin Cookingham(R),40.6,"88,039",Jim Costa(D),59.4,"128,690",Elizabeth Heng(R),42.5,"60,693",Jim Costa(D),57.5,"82,266",Jim CostaIncumbent,58%,"97,473",Jim CostaIncumbent,57.4%,"84,649",Rishi Kumar(D),42.2,"101,772",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,17,https://ballotpedia.org/California's_17th_Congressional_District,,,,,,,Ro Khanna,48.2%,"64,847",Evelyn Li,26.5%,"57,336",Anita Chen(R),32.3,"82,415",Ro Khanna(D),67.7,"172,462",Ritesh Tandon(R),29.1,"52,400",,,,Ritesh Tandon(R),28.7,"85,199",Ro Khanna(D),71.3,"212,137",Ron Cohen(R),24.7,"52,057",Ro Khanna(D),75.3,"159,105",Mike HondaIncumbent,39%,"90,924",Mike HondaIncumbent,73.5%,"159,392",Ro Khanna(D),70.9,"127,853",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,18,https://ballotpedia.org/California's_18th_Congressional_District,Richard Fox,28.9%,"93,470",Richard Fox,32.2%,"63,326",Anna EshooIncumbent,67.8%,"133,060",Dave Chapman,29.5%,"89,103",Peter Hernandez(R),35.4,"80,832",Zoe Lofgren(D),64.6,"147,674",Peter Hernandez(R),34.1,"51,737",,,,,,,Rishi Kumar(D),36.8,"126,751",Christine Russell(R),25.5,"77,096",Anna Eshoo(D),74.5,"225,142",Anna EshooIncumbent,71.1%,"230,460",Anna EshooIncumbent,70.5%,"212,831",Zoe Lofgren(D),65.9,"99,776",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,19,https://ballotpedia.org/California's_19th_Congressional_District,G. Burt Lancaster,26.1%,"64,061",,,,Robert Murray,32.8%,"41,900",Robert Murray,26.8%,"59,313",Jason Anderson(R),30.7,"111,862",Jimmy Panetta(D),69.3,"252,458",Jeff Gorman(R),31.3,"88,816",,,,Justin Aguilera(R),28.3,"88,642",Zoe Lofgren(D),71.7,"224,385",Justin Aguilera(R),26.2,"57,823",Zoe Lofgren(D),73.8,"162,496",Zoe LofgrenIncumbent,73.9%,"181,802",Zoe LofgrenIncumbent,73.2%,"162,300",Jimmy Panetta(D),68.7,"194,494",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,2,https://ballotpedia.org/California's_2nd_Congressional_District,Dale Mensing,23.1%,"76,572",Dale Mensing,25%,"54,400",Jared HuffmanIncumbent,75%,"163,124",Daniel W. Roberts,28.8%,"91,310",Chris Coulombe(R),28.1,"106,734",Jared Huffman(D),71.9,"272,883",Douglas Brower(R),25.6,"79,029",,,,Dale Mensing(R),24.3,"94,320",Jared Huffman(D),75.7,"294,435",Dale Mensing(R),23.0,"72,576",Jared Huffman(D),77.0,"243,081",Jared HuffmanIncumbent,76.9%,"254,194",Jared Huffman,71.2%,"226,216",Jared Huffman(D),74.4,"229,720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,20,https://ballotpedia.org/California's_20th_Congressional_District,Casey Lucius,29.2%,"74,811",,,,Sam FarrIncumbent,75.2%,"106,034",Jeff Taylor,25.9%,"60,566",Mike Boudreaux(R)(Unofficially withdrew),34.9,"100,926",,,,Kevin McCarthy(R),67.2,"153,847",,,,Jeff Gorman(R),23.2,"71,658",Jimmy Panetta(D),76.8,"236,896",,,,Jimmy Panetta(D),81.4,"183,677",Jimmy Panetta,70.8%,"180,980",Sam FarrIncumbent,74.1%,"172,996",Marisa Wood(D),32.8,"74,934",,,,,,,Ronald Paul Kabat,24.8%,"35,010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ronald Paul Kabat(Independent),18.6,"42,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,21,https://ballotpedia.org/California's_21st_Congressional_District,David ValadaoIncumbent,56.7%,"75,126",David ValadaoIncumbent,57.8%,"45,907",Amanda Renteria,42.2%,"33,470",David G. Valadao,57.8%,"67,164",Michael Maher(R),47.4,"92,733",Jim Costa(D),52.6,"102,798",Michael Maher(R),45.8,"57,573",,,,David G. Valadao(R),50.4,"85,928",TJ Cox(D),49.6,"84,406",David G. Valadao(R),49.6,"56,377",TJ Cox(D),50.4,"57,239",Emilio Huerta,43.3%,"57,282",John Hernandez,42.2%,"49,119",Jim Costa(D),54.2,"68,074",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,22,https://ballotpedia.org/California's_22nd_Congressional_District,Devin NunesIncumbent,67.6%,"158,755",Devin NunesIncumbent,72%,"96,053",Suzanna Aguilera-Marrero,28%,"37,289",Devin NunesIncumbent,61.9%,"132,386",David G. Valadao(R),53.4,"89,484",Rudy Salas(D),46.6,"78,023",David G. Valadao(R),51.5,"52,994",,,,Devin Nunes(R),54.2,"170,888",Phil Arballo(D),45.8,"144,251",Devin Nunes(R),52.7,"117,243",Andrew Janz(D),47.3,"105,136",Louie Campos,32.4%,"76,211",Otto Lee,38.1%,"81,555",Rudy Salas(D),48.5,"49,862",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,23,https://ballotpedia.org/California's_23rd_Congressional_District,Kevin McCarthyIncumbent,69.2%,"167,116",Kevin McCarthyIncumbent,74.8%,"100,317",Raul Garcia,25.2%,"33,726",Kevin McCarthyIncumbent,73.2%,"158,161",Jay Obernolte(R),60.1,"159,286",Derek Marshall(D),39.9,"105,563",Jay Obernolte(R),61.0,"103,197",,,,Kevin McCarthy(R),62.1,"190,222",Kim Mangone(D),37.9,"115,896",Kevin McCarthy(R),63.7,"131,113",Tatiana Matta(D),36.3,"74,661",Wendy Reed,30.8%,"74,468",,,,Derek Marshall(D),39.0,"65,908",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terry Phillips,26.8%,"57,842",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,24,https://ballotpedia.org/California's_24th_Congressional_District,Justin Fareed,46.6%,"144,780",Chris Mitchum,48.1%,"95,566",Lois CappsIncumbent,51.9%,"103,228",Abel Maldonado,44.9%,"127,746",Thomas Cole(R),37.3,"127,755",Salud Carbajal(D),62.7,"214,724",Brad Allen(R),39.4,"103,533",,,,Andy Caldwell(R),41.3,"149,781",Salud Carbajal(D),58.7,"212,564",Justin Fareed(R),41.4,"117,881",Salud Carbajal(D),58.6,"166,550",Salud Carbajal,53.4%,"166,034",Lois CappsIncumbent,55.1%,"156,749",Salud Carbajal(D),60.6,"159,019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,25,https://ballotpedia.org/California's_25th_Congressional_District,Stephen KnightIncumbent,53.1%,"138,755",Tony Strickland,46.7%,"53,225",,,,Buck McKeonIncumbent,54.8%,"129,593",Ian Weeks(R),43.7,"107,194",Raul Ruiz(D),56.3,"137,837",Brian Hawkins(R),42.6,"65,101",,,,Mike Garcia(R),50.0,"169,638",Christy Smith(D),50.0,"169,305",Stephen Knight(R),45.6,"111,813",Katie Hill(D),54.4,"133,209",Bryan Caforio,46.9%,"122,406",Lee Rogers,45.2%,"106,982",Raul Ruiz(D),57.4,"87,641",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,26,https://ballotpedia.org/California's_26th_Congressional_District,Rafael Dagnesses,39.6%,"111,059",Jeff Gorell,48.7%,"82,653",Julia BrownleyIncumbent,51.3%,"87,176",Tony Strickland,47.3%,"124,863",Michael Koslow(R),43.9,"146,913",Julia Brownley(D),56.1,"187,393",Matt Jacobs(R),45.5,"112,214",,,,Ronda Kennedy(R),39.4,"135,877",Julia Brownley(D),60.6,"208,856",Antonio Sabato Jr.(R),38.1,"97,210",Julia Brownley(D),61.9,"158,216",Julia BrownleyIncumbent,60.4%,"169,248",Julia Brownley,52.7%,"139,072",Julia Brownley(D),54.5,"134,575",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,27,https://ballotpedia.org/California's_27th_Congressional_District,Jack Orswell,32.6%,"81,655",Jack Orswell,40.6%,"51,852",Judy ChuIncumbent,59.4%,"75,728",Jack Orswell,36%,"86,817",Mike Garcia(R),48.7,"146,050",George Whitesides(D),51.3,"154,040",Mike Garcia(R),53.2,"104,624",,,,Johnny Nalbandian(R),30.2,"95,907",Judy Chu(D),69.8,"221,411",,,,Bryan Witt(D),20.8,"42,132",Judy ChuIncumbent,67.4%,"168,977",Judy ChuIncumbent,64%,"154,191",Christy Smith(D),46.8,"91,892",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,28,https://ballotpedia.org/California's_28th_Congressional_District,Lenore Solis,22%,"59,526",,,,Adam SchiffIncumbent,76.5%,"91,996",Phil Jennerjahn,23.5%,"58,008",April Verlato(R),35.1,"110,455",Judy Chu(D),64.9,"204,489",Wes Hallman(R),33.8,"76,495",,,,Eric Early(R),27.3,"91,928",Adam Schiff(D),72.7,"244,271",Johnny Nalbandian(R),21.6,"54,272",Adam Schiff(D),78.4,"196,662",Adam SchiffIncumbent,78%,"210,883",Adam SchiffIncumbent,76.5%,"188,703",Judy Chu(D),66.2,"150,062",,,,,,,Steve Stokes,23.5%,"28,268",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,29,https://ballotpedia.org/California's_29th_Congressional_District,,,,William O'Callaghan Leader,25.4%,"17,045",Tony CardenasIncumbent,74.6%,"50,096",,,,Benito Bernal(R),30.2,"63,374",Luz Maria Rivas(D),69.8,"146,312",,,,,,,,,,Angélica María Dueñas(D),43.4,"91,524",Benito Bernal(R),19.4,"29,995",Tony Cárdenas(D),80.6,"124,697",Richard Alarcon,25.3%,"43,417",Tony Cardenas,74.1%,"111,287",Angélica María Dueñas(D),41.5,"49,520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Hernandez,25.9%,"38,994",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,3,https://ballotpedia.org/California's_3rd_Congressional_District,Eugene Cleek,40.6%,"104,453",Dan Logue,47.3%,"71,036",John GaramendiIncumbent,52.7%,"79,224",Kim Vann,45.8%,"107,086",Kevin Kiley(R),55.5,"234,246",Jessica Morse(D),44.5,"188,067",Kevin Kiley(R),53.6,"181,438",,,,Tamika Hamilton(R),45.3,"145,945",John Garamendi(D),54.7,"176,043",Charlie Schaupp(R),41.9,"97,376",John Garamendi(D),58.1,"134,875",John GaramendiIncumbent,59.4%,"152,513",John GaramendiIncumbent,54.2%,"126,882",Kermit Jones(D),46.4,"156,761",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,30,https://ballotpedia.org/California's_30th_Congressional_District,Mark Reed,27.4%,"77,325",Mark Reed,34.4%,"45,315",Brad ShermanIncumbent,65.6%,"86,568",,,,Alex Balekian(R),31.6,"98,559",Laura Friedman(D),68.4,"213,100",,,,,,,Mark Reed(R),30.5,"105,426",Brad Sherman(D),69.5,"240,038",Mark Reed(R),26.6,"69,420",Brad Sherman(D),73.4,"191,573",Brad ShermanIncumbent,72.6%,"205,279",Howard BermanIncumbent,39.7%,"98,395",Maebe A. Girl(D),28.9,"60,968",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,31,https://ballotpedia.org/California's_31st_Congressional_District,Paul Chabot,43.9%,"94,866",Paul Chabot,48.3%,"48,162",Pete Aguilar,51.7%,"51,622",Bob Dutton,44.8%,"72,255",Daniel Martinez(R),40.3,"99,856",Gil Cisneros(D),59.7,"148,095",Daniel Martinez(R),40.5,"62,153",,,,Agnes Gibboney(R),38.7,"110,735",Pete Aguilar(D),61.3,"175,315",Sean Flynn(R),41.3,"77,352",Pete Aguilar(D),58.7,"110,143",Pete AguilarIncumbent,56.1%,"121,070",,,,Grace Napolitano(D),59.5,"91,472",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,32,https://ballotpedia.org/California's_32nd_Congressional_District,,,,Art Alas,40.3%,"34,053",Grace NapolitanoIncumbent,59.7%,"50,353",David Miller,34.3%,"65,208",Larry Thompson(R),33.8,"108,711",Brad Sherman(D),66.2,"212,934",Lucie Volotzky(R),30.8,"74,618",,,,Joshua Scott(R),33.4,"86,818",Grace Napolitano(D),66.6,"172,942",Joshua Scott(R),31.2,"55,272",Grace Napolitano(D),68.8,"121,759",Roger Hernandez,38.4%,"71,720",Grace NapolitanoIncumbent,65.7%,"124,903",Brad Sherman(D),69.2,"167,411",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,33,https://ballotpedia.org/California's_33rd_Congressional_District,Kenneth Wright,33.6%,"110,822",Elan Carr,40.8%,"74,700",Ted Lieu,59.2%,"108,331",,,,Tom Herman(R),41.2,"96,078",Pete Aguilar(D),58.8,"137,197",Mark Porter(R),42.3,"56,119",,,,James P. Bradley(R),32.4,"123,334",Ted Lieu(D),67.6,"257,094",Kenneth Wright(R),30.0,"93,769",Ted Lieu(D),70.0,"219,091",Ted LieuIncumbent,66.4%,"219,397",Henry WaxmanIncumbent,54%,"171,860",Pete Aguilar(D),57.7,"76,588",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bill Bloomfield,46%,"146,660",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,34,https://ballotpedia.org/California's_34th_Congressional_District,,,,,,,Adrienne Nicole Edwards,27.5%,"16,924",Stephen Smith,14.4%,"20,223",,,,David Kim(D),44.4,"84,020",,,,,,,,,,David Kim(D),47.0,"96,554",,,,Jimmy Gomez(D),72.5,"110,195",Adrienne Nicole Edwards,22.8%,"36,314",Xavier BecerraIncumbent,85.6%,"120,367",David Kim(D),48.8,"59,223",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kenneth Mejia(G),27.5,"41,711",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,35,https://ballotpedia.org/California's_35th_Congressional_District,Tyler Fischella,27.6%,"47,309",,,,Christina Gagnier,36.5%,"22,753",,,,Mike Cargile(R),41.6,"97,142",Norma Torres(D),58.4,"136,413",Mike Cargile(R),42.6,"55,832",,,,Mike Cargile(R),30.7,"74,941",Norma Torres(D),69.3,"169,405",Christian Valiente(R),30.6,"45,604",Norma Torres(D),69.4,"103,420",Norma TorresIncumbent,72.4%,"124,044",Joe BacaIncumbent,44.1%,"62,982",Norma Torres(D),57.4,"75,121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,36,https://ballotpedia.org/California's_36th_Congressional_District,Jeff Stone,37.9%,"88,269",Brian Nestande,45.8%,"61,457",Raul RuizIncumbent,54.2%,"72,682",Mary Bono MackIncumbent,47.1%,"97,953",Melissa Toomim(R),31.3,"111,985",Ted Lieu(D),68.7,"246,002",Joe Collins(R),30.2,"84,264",,,,Erin Cruz(R),39.7,"121,698",Raul Ruiz(D),60.3,"185,151",Kimberlin Brown Pelzer(R),41.0,"84,839",Raul Ruiz(D),59.0,"122,169",Raul RuizIncumbent,62.1%,"144,348",Raul Ruiz,52.9%,"110,189",Ted Lieu(D),69.8,"194,299",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,37,https://ballotpedia.org/California's_37th_Congressional_District,,,,Adam King,15.7%,"18,051",Karen BassIncumbent,84.3%,"96,787",Morgan Osborne,13.6%,"32,541",,,,Sydney Kamlager-Dove(D),78.3,"160,364",,,,,,,Errol Webber(R),14.1,"41,705",Karen Bass(D),85.9,"254,916",Ron Bassilian(R),10.9,"25,823",Karen Bass(D),89.1,"210,555",Chris Blake Wiggins,18.9%,"44,782",Karen BassIncumbent,86.4%,"207,039",Jan Perry(D),36.0,"47,542",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,38,https://ballotpedia.org/California's_38th_Congressional_District,Ryan Downing,29.5%,"68,524",Benjamin Campos,40.9%,"40,288",Linda SanchezIncumbent,59.1%,"58,192",Benjamin Campos,32.5%,"69,807",Eric Ching(R),40.2,"110,818",Linda Sánchez(D),59.8,"165,110",Eric Ching(R),41.9,"73,051",,,,,,,Michael Tolar(D),25.7,"65,739",Ryan Downing(R),31.1,"62,968",Linda Sánchez(D),68.9,"139,188",Linda SanchezIncumbent,70.5%,"163,590",Linda SanchezIncumbent,67.5%,"145,280",Linda Sánchez(D),58.1,"101,260",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
